input,output
Quero uma questão de física sobre eletromagnetismo.,"O eletromagnetismo é resultado da interação entre cargas elétricas, que geram campos elétricos, e campos magnéticos, que podem ser gerados por correntes elétricas. Essa inter-relação é fundamental para entender diversas aplicações tecnológicas, como motores elétricos e geradores. Disponível em: https://brasilescola.uol.com.br/fisica/eletromagnetismo.htm. Acesso em: 28 out. 2023

Em um experimento de laboratório, um estudante observa a interação entre um campo elétrico e um campo magnético. Ele utiliza um fio condutor onde uma corrente elétrica circula e o posiciona em um campo magnético uniforme. Ao inverter a direção da corrente elétrica no fio, o estudante nota que a força exercida sobre o condutor também se inverte. Essa situação é um exemplo da interação entre campos elétricos e magnéticos que pode ser explicada por qual dos seguintes princípios?

A) A Lei de Faraday, que afirma que uma corrente elétrica é gerada por um campo elétrico em movimento.
B) A Lei de Ampère, que descreve a força entre dois condutores que transportam corrente elétrica na mesma direção.
C) A Lei de Lenz, que define a direção de uma corrente induzida em um circuito devido à variação de um campo magnético.
D) A Regra da Mão Direita, que relaciona a direção da corrente elétrica, do campo magnético e da força sobre o condutor."
Me envie uma questão de história do Brasil sobre a Era Vargas.,"A Era Vargas foi o período de quinze anos da história brasileira que se estendeu de 1930 a 1945 e no qual Getúlio Vargas era o presidente do país. A ascensão de Vargas ao poder foi resultado direto da Revolução de 1930, que destituiu Washington Luís e impediu a posse de Júlio Prestes (presidente eleito que assumiria o país). Durante esse tempo, Vargas promoveu a centralização do poder e enfrentou diversas conturbações políticas, como a Revolução Constitucionalista de 1932, quando setores da sociedade clamaram por um novo marco legal e a convocação de uma nova assembleia constituinte. Disponível em: https://brasilescola.uol.com.br/historiab/era-vargas.htm. Acesso em: 28 out. 2023

A Revolução Constitucionalista de 1932 foi um dos momentos marcantes da Era Vargas. Qual das alternativas a seguir descreve corretamente um dos principais motivos que levaram a essa revolta?

A) A insatisfação dos paulistas com a política centralizadora de Vargas, que não convocava novas eleições e manteve a dissolução do Congresso Nacional.
B) A defesa do caráter monárquico do Brasil, onde os paulistas desejavam a restauração da monarquia como forma de governo.
C) A vontade da população de São Paulo de apoiar a entrada do Brasil na Segunda Guerra Mundial ao lado das potências aliadas.
D) A busca dos paulistas pela ampliação dos direitos políticos das mulheres, que ainda eram restritos durante o governo de Vargas."
Quero uma questão de biologia sobre genética.,"Os genes alelos são aqueles que ocupam o mesmo lócus em cromossomos homólogos e estão envolvidos na determinação de um mesmo caráter. Os alelos podem ser dominantes ou recessivos, influenciando o fenótipo do organismo de diferentes maneiras. Quando um alelo dominante está presente, ele pode mascarar a expressão do alelo recessivo, resultando em características fenotípicas específicas.

Em um experimento de genética, um cientista analisou uma planta que apresenta flores vermelhas, determinada por um gene com dois alelos: R (flor vermelha, dominante) e r (flor branca, recessivo). Considerando que uma planta com genótipo Rr foi polinizada por outra planta com genótipo rr, qual será a razão esperada dos fenótipos das flores na geração resultante?

A) 75% de flores vermelhas e 25% de flores brancas, pois o alelo dominante predominaria.
B) 50% de flores vermelhas e 50% de flores brancas, resultado da combinação dos alelos dos pais.
C) 100% de flores vermelhas, já que todas as plantas herdarão pelo menos um alelo dominante.
D) 25% de flores vermelhas e 75% de flores brancas, pois o alelo recessivo se expressaria mais frequentemente."
Pode gerar uma questão de química sobre pH e soluções?,"O pH corresponde ao potencial hidrogeniônico de uma solução. Ele é determinado pela concentração de íons de hidrogênio (H+) e serve para medir o grau de acidez ou alcalinidade. O pH é representado em uma escala numérica que varia de 0 a 14, sendo que o valor 7 é considerado neutro, valores abaixo de 7 indicam soluções ácidas e acima de 7, soluções alcalinas.

Durante um experimento em laboratório, um estudante avaliou cinco soluções aquosas e obteve os seguintes valores de pH: Solução A: pH 3, Solução B: pH 7, Solução C: pH 9, Solução D: pH 10 e Solução E: pH 6. Com base nesses dados, o estudante concluiu que a Solução A é altamente ácida. Qual das alternativas abaixo apresenta uma interpretação correta sobre as soluções analisadas e a escala de pH?

A) A Solução A é considerada neutra, enquanto a Solução D é básica.
B) A Solução B é ácida, uma vez que seu pH é 7.
C) A Solução C é básica, já que seu pH está acima de 7, indicando alcalinidade.
D) A Solução E é ácida, pois seu pH é menor que 7."
Quero uma questão de geografia sobre globalização.,"A Globalização é um fenômeno mundial que integra economias, culturas e sociedades por meio de uma rede complexa de trocas. Embora a globalização tenha trazido vantagens, como o aumento do intercâmbio cultural, também acarretou desvantagens, como a homogeneização de culturas e a crescente exploração dos recursos naturais.Disponível em: https://brasilescola.uol.com.br/geografia/globalizacao.htm. Acesso em: 28 out. 2023

A globalização representa um fenômeno importante no mundo contemporâneo, caracterizado pela interconexão entre países e culturas. Considerando as causas e efeitos da globalização mencionados no texto de apoio, qual das alternativas a seguir reflete uma consequência significativa desse processo?

A) A formação de um governo centralizado que regula o comércio internacional e elimina todas as barreiras econômicas.
B) A homogeneização cultural, que resulta na perda de identidades culturais locais em prol de um estilo de vida globalizante.
C) A diminuição das interações sociais entre comunidades locais, com a restrição do comércio a apenas produtos nacionais.
D) O fortalecimento das economias locais, garantindo que todos os produtos sejam produzidos e consumidos dentro do mesmo país."
Me dá uma questão de filosofia sobre empirismo.,"Empirismo é uma vertente da teoria moderna do conhecimento que defende que a origem do conhecimento e das ideias advém da experiência. O empirismo é uma corrente filosófica que acredita que o conhecimento só pode ser obtido através das experiências sensoriais, pois a razão, por si só, não é capaz de gerar informações que tenham valor compreensível. Os filósofos empiristas criticam o racionalismo e suas teorias representam uma inversão na concepção de como o conhecimento era concebido no período da Idade Moderna. Disponível_em : https://mundoeducacao.uol.com.br/filosofia/empirismo.htm

O empirismo é uma corrente filosófica que se opõe ao racionalismo. Segundo essa visão, o conhecimento é oriundo das experiências sensoriais. Considerando essa abordagem, assinale a alternativa que apresenta uma implicação significativa do empirismo na construção do conhecimento:

A) O conhecimento é considerado inato, já que todas as ideias estão presentes na razão desde o nascimento.
B) A validação do conhecimento é feita unicamente através da lógica, dispensando a verificação empírica.
C) As experiências práticas são fundamentais para o desenvolvimento de teorias e conceitos que fundamentam a ciência.
D) O empirismo sustenta que a razão humana é suficiente para apreender a verdade sem a necessidade de provas sensoriais."
Gere uma questão de português sobre interpretação de texto.,"O teatro é um gênero artístico que tem como finalidade a representação de histórias por meio de diálogos, gestos e encenações. Desde a Antiguidade, a peça teatral é uma forma de comunicação que permite ao público vivenciar diferentes emoções ao longo da narrativa. O gênero pode ser dividido em drama, comédia, tragédia, entre outros, cada um com características específicas que influenciam a recepção do espectador. O enredo de uma peça é organizado em atos e cenas, oferecendo ao espectador uma estrutura narrativa que, por sua vez, busca estabelecer uma conexão emocional entre os personagens e o público. Além disso, a encenação visual e sonora transforma a experiência da obra, ampliando seu impacto e significado. A compreensão desse contexto é essencial para uma análise mais profunda da arte teatral.

Considerando o contexto apresentado no texto de apoio, qual das seguintes afirmativas reflete uma característica fundamental do gênero teatral e sua relação com o público?

A) Os diálogos em uma peça teatral são meramente descritivos, não afetando a emoção do público.
B) A estrutura narrativa do teatro busca criar uma conexão emocional entre personagens e espectadores.
C) As encenações teatrais são independentes das emoções que a história provoca no público.
D) O gênero teatral não necessita de uma organização estruturada em atos e cenas para comunicar suas histórias."
Quero uma questão de matemática sobre matrizes.,"1) Resolva o seguinte sistema linear utilizando a regra de Cramer: 2x + 3y = 5 e 4x - y = 1.

Um engenheiro está projetando um novo modelo de ponte e precisa calcular a carga máxima que a estrutura pode suportar. Para isso, ele formulou um sistema de equações lineares que representa as forças em diferentes partes da ponte. Dentre essas equações, o engenheiro precisa resolver as seguintes: 2x + 3y = 5 e 4x - y = 1, onde x e y representam as forças em kilonewtons (kN). Qual é o valor da força y, em kN, que o engenheiro deve considerar para que a ponte tenha segurança estrutural?

A) 1 kN
B) 2 kN
C) 3 kN
D) 4 kN"
Manda uma questão de física sobre termodinâmica.,"A Primeira Lei da Termodinâmica se relaciona com o princípio da conservação da energia. De acordo com essa lei, a energia não pode ser criada nem destruída, apenas transformada. A Segunda Lei da Termodinâmica, por outro lado, trata da direcionalidade dos processos naturais e introduz o conceito de entropia, afirmando que em qualquer processo espontâneo, a entropia do universo tende a aumentar.

Durante a análise de um sistema termodinâmico, um físico observa que a energia total do sistema se mantém constante enquanto a entropia aumenta durante uma reação. Com base nas Leis da Termodinâmica, qual das alternativas abaixo melhor descreve esse fenômeno?

A) A energia é criada durante a reação, alterando a entropia do sistema.
B) A energia é convertida de uma forma para outra, mas a entropia do sistema permanece constante.
C) A energia total do sistema se conserva, mas a entropia aumenta, indicando um processo espontâneo maior que o zero.
D) A energia é destruída na reação, levando a um aumento da entropia."
Preciso de uma questão de sociologia sobre movimentos sociais.,"Os movimentos sociais são ações coletivas mantidas por grupos organizados da sociedade que visam lutar por alguma causa social. Em geral, o grito levantado por esses grupos se dá em busca de mudanças sociais, políticas, econômicas e culturais. No Brasil, diversos movimentos têm se destacado ao longo das décadas, como o Movimento dos Trabalhadores Rurais Sem Terra (MST) e o Movimento dos Trabalhadores Sem Teto (MTST). Cada um desses movimentos responde a demandas e necessidades específicas da população brasileira, refletindo as desigualdades e os anseios por justiça social. Com isso, é possível entender as causas que impulsionam esses cidadãos a se organizarem em busca de uma sociedade mais equitativa. Disponível em: https://brasilescola.uol.com.br/sociologia/movimentos-sociais-breve-definicao.htm. Acesso em: 28 out. 2023

Considerando o contexto apresentado no texto de apoio, qual das alternativas abaixo indica uma consequência direta da atuação dos movimentos sociais citados?

A) Aumento da desigualdade social, uma vez que os movimentos competem entre si por recursos escassos.
B) Mobilização da população em busca de direitos e melhorias nas condições de vida, resultando em mudanças sociais significativas.
C) Desvalorização da política institucional, levando ao desencanto da população com os meios democráticos de mudança.
D) Individualização das lutas sociais, onde cada grupo atua de forma isolada, sem articulação com outras causas."
Me envie uma questão de história sobre a Guerra Fria.,"A Guerra Fria foi marcada por diversas tensões entre os Estados Unidos e a União Soviética, destacando eventos como a Guerra da Coreia e a Crise dos Mísseis em Cuba. Este período não apenas evidenciou as rivalidades ideológicas entre o capitalismo e o socialismo, mas também teve consequências globais significativas, refletindo-se em diversas áreas, como a política internacional, a economia e a cultura.

Com base no contexto apresentado, assinale a alternativa que melhor descreve uma consequência geopolítica relevante da Guerra Fria, levando em consideração eventos como a Guerra da Coreia e a Crise dos Mísseis em Cuba:

A) A unificação da Coreia do Norte e da Coreia do Sul sob um único governo comunista, estabelecendo um modelo socialista na península coreana.
B) O fortalecimento das organizações militares regionais, como a NATO, que buscavam garantir a segurança coletivas contra uma suposta ameaça soviética.
C) A imposição de um modelo econômico socialista em todos os países do mundo, resultando na transformação de todas as economias para o comunismo.
D) O fim imediato das tensões entre os Estados Unidos e a União Soviética, deixando de lado as rivalidades ideológicas e promovendo a paz global."
Quero uma questão de biologia sobre sistema imunológico.,"O sistema imunológico é um complexo conjunto de células e proteínas que defende o corpo contra agentes patogênicos, como vírus, bactérias e fungos. Os leucócitos, também conhecidos como glóbulos brancos, desempenham papéis cruciais nessa defesa. Dentre as células mais importantes estão os linfócitos T e B, que são fundamentais tanto na resposta imune inata quanto na adquirida. Os linfócitos T, por exemplo, ajudam a eliminar células infectadas, enquanto os linfócitos B são responsáveis pela produção de anticorpos. A eficácia do sistema imunológico depende da interação coordenada dessas células e dos mecanismos de defesa que elas mobilizam contra as infecções. Disponível em: https://brasilescola.uol.com.br/biologia/sistema-imunologico-humano.htm. Acesso em: 28 out. 2023

Em uma análise sobre as funções do sistema imunológico, observa-se que o diferencial entre os tipos de resposta imune está relacionado tanto ao tipo de célula envolvida quanto ao modo como o organismo reconhece e combate os patógenos. Considerando essa afirmação, quais das opções a seguir contemplam corretamente os papéis dos linfócitos T e B na resposta imunológica?

A) Os linfócitos T produzem anticorpos que neutralizam as células infectadas, enquanto os linfócitos B atuam na fagocitose dos patógenos.
B) Os linfócitos T são responsáveis pela produção de anticorpos, enquanto os linfócitos B ajudam na eliminação de células infectadas.
C) Os linfócitos T reconhecem células infectadas e as destroem diretamente, enquanto os linfócitos B produzem anticorpos específicos contra antígenos.
D) Ambos os linfócitos T e B atuam na resposta inata, sem diferenciação nas suas funções específicas de memória."
Gera uma questão de química sobre tabela periódica.,"Os grupos são as colunas da tabela periódica e reúnem elementos com propriedades similares e igual número de elétrons de valência. Os períodos são as linhas da tabela periódica e acomodam elementos com o mesmo número de camadas eletrônicas ocupadas. Ao todo, 18 grupos formam a Tabela Periódica. Muitos elementos destes grupos estão relacionados de acordo com suas propriedades químicas.

Durante um laboratório de ciências, os alunos estudam os diferentes grupos da tabela periódica e suas propriedades. Eles observam que os elementos do grupo dos halogênios, por exemplo, são muito reativos e possuem 7 elétrons em sua camada de valência. Com base nessa informação, o que se pode concluir sobre as características e o comportamento desses elementos em reações químicas?

A) Os halogênios são pouco reativos devido à presença de 7 elétrons na camada de valência, tornando-os estáveis.
B) Os halogênios tendem a ganhar um elétron para completar sua camada de valência, formando ânions com carga -1.
C) Os halogênios são metais pesados que se comportam como cátions em reações químicas.
D) Os halogênios possuem alta eletronegatividade, mas não participam de ligações covalentes devido à sua energia de ionização elevada."
Quero uma questão de geografia sobre urbanização.,"A urbanização brasileira, embora tenha trazido avanços significativos em termos de infraestrutura e economia, também resultou em graves problemas sociais e ambientais. Um dos efeitos mais notórios da urbanização desordenada é a ampliação das desigualdades sociais, além do agravamento da poluição ambiental e a escassez de recursos naturais. Isso levanta questionamentos sobre a eficácia das políticas urbanas implementadas para mitigar esses problemas.

Considerando o contexto da urbanização no Brasil, descrito no texto de apoio, qual das alternativas abaixo melhor expressa um desafio significativo que as cidades enfrentam devido ao crescimento urbano acelerado?

A) Redução do número de trabalhadores nas áreas rurais devido ao aumento de profissão no setor agrícola.
B) Ampliação das desigualdades sociais e aumento da poluição ambiental nas grandes cidades.
C) Desenvolvimento de áreas rurais como centros comerciais de grande porte.
D) Aumento das áreas verdes urbanas sem necessidade de intervenção pública."
Me dá uma questão de filosofia sobre ética.,"A questão não está mais em se um homem é honesto, mas se é inteligente. Não há moralidade nas ações se o objetivo final não é capaz de justificar o ato realizado. Isto reduz os princípios morais a meras convenções sociais.

Com base na reflexão apresentada no texto acima, a ética utilitarista sustenta que as ações devem ser avaliadas por suas consequências. Assim, a ação correta é aquela que maximiza a utilidade ou a felicidade. Considerando essa premissa, qual das alternativas a seguir melhor representa um possível dilema ético sob a ótica utilitarista?

A) Decidir não interferir no sofrimento de uma pessoa, pois isso não trará felicidade à maioria das pessoas ao seu redor.
B) Realizar um ato desonesto para garantir um benefício financeiro a si próprio, justificando pela necessidade.
C) Privar uma pessoa de liberdade para promover o bem-estar de um grupo maior, pois a felicidade coletiva deve prevalecer.
D) Seguir princípios morais rígidos que estabelecem que agir de forma correta é sempre mais importante do que avaliar resultados."
Manda uma questão de português sobre funções da linguagem.,"As seis funções da linguagem são: poética, emotiva ou expressiva, conativa ou apelativa, metalinguística, fática e referencial ou denotativa. Cada função da linguagem está associada a um aspecto da comunicação e atua de maneira diferente conforme a intenção do emissor.

Em uma apresentação escolar sobre as diferentes funções da linguagem, um aluno leu um trecho de um poema seguido de um discurso publicitário. Considerando essas formas de comunicação, qual das alternativas a seguir define corretamente a função da linguagem predominante em cada caso?

A) A função poética no poema, focando na estética das palavras, e a função conativa no discurso publicitário, buscando persuadir o ouvinte.
B) A função emotiva no poema, expressando sentimentos, e a função referencial no discurso publicitário, transmitindo informações objetivas.
C) A função fática no poema, mantendo o contato social com o público, e a função metalinguística no discurso publicitário, explicando os recursos da linguagem.
D) A função referencial no poema, delimitando o sentido literal, e a função emotiva no discurso publicitário, expressando sentimentos do autor."
Preciso de uma questão de matemática sobre análise combinatória.,"Em muitos exercícios desse assunto, podemos utilizar tanto o princípio fundamental da contagem, como também as fórmulas de arranjo, permutação e combinação. Disponível em: https://www.todamateria.com.br/exercicios-de-analise-combinatoria/, Acesso em: 28 out. 2023

Uma escola está organizando um torneio de matemática e precisa formar equipes compostas por 3 alunos diferentes de um grupo de 10 estudantes. Considerando que a ordem dos alunos nas equipes não importa, quantas combinações diferentes de equipes podem ser formadas?

A) 120
B) 210
C) 720
D) 90"
Quero uma questão de física sobre óptica geométrica.,"A luz pode ser refletida, refratada ou absorvida ao encontrar uma superfície. A reflexão é o fenômeno pelo qual a luz muda de direção ao atingir uma superfície, enquanto a refração é a mudança de direção da luz ao passar de um meio para outro diferente. Quando a luz passa do ar para a água, por exemplo, ela se refrata, e essa alteração no ângulo de refração pode ser calculada usando a Lei de Snell. Os espelhos são um exemplo clássico de reflexão, onde a imagem de um objeto é formada devido à reflexão da luz. Já as lentes aproveitam a refração para formar imagens, sendo utilizadas em diversos dispositivos ópticos. Disponível em: https://www.infoescola.com/fisica/reflexao-e-refracao-da-luz/. Acesso em: 28 out. 2023

Um estudante de física realizou um experimento em que utilizou um espelho plano e uma lente convergente. Ele posicionou um objeto a 30 cm do espelho, que refletiu a luz conforme a Lei da Reflexão, e depois usou uma lente com distância focal de 15 cm, posicionada a 20 cm do objeto, para observar a formação de uma imagem. Com base nos conceitos de reflexão e refração, qual das afirmações a seguir está correta sobre a imagem formada nesse cenário?

A) A imagem formada pelo espelho é virtual e do mesmo tamanho que o objeto, enquanto a lente forma uma imagem real e reduzida.
B) A imagem formada pelo espelho é real e invertida, enquanto a lente forma uma imagem virtual e aumentada.
C) A imagem refletida pelo espelho é virtual e invertida, enquanto a lente não forma imagem, pois a distância do objeto é menor que a distância focal.
D) A imagem formada pelo espelho é virtual e aumentada, enquanto a lente forma uma imagem real e do mesmo tamanho que o objeto."
Me envie uma questão de história sobre o Império Romano.,"O Império Romano foi a terceira fase da civilização romana, que se estendeu aproximadamente do século I a.C. até o século V d.C., alcançando sua máxima expansão territorial sob o governo de imperadores como Trajano. Este vasto império dominou regiões que hoje correspondem à maioria dos países da Europa Ocidental, ao norte da África e ao Oriente Médio. Para manter essa enorme extensão territorial, Roma criou uma estrutura administrativa baseada em províncias, cada uma sob a supervisão de governadores. Além disso, a riqueza cultural que emergiu nesse período, resultante da intersecção de diversas tradições, deixou legados significativos nas áreas de direito, arquitetura e língua, muitos dos quais permanecem na civilização ocidental moderna. Disponível em: https://brasilescola.uol.com.br/historiag/império-romano.htm. Acesso em: 28 out. 2023

Com base no texto de apoio, qual das alternativas a seguir apresenta corretamente um aspecto relacionado à estrutura política e às contribuições culturais do Império Romano?

A) O Império Romano foi caracterizado por uma estrutura de governança descentralizada, onde cada província tinha total autonomia, resultando na fragmentação do poder em várias regiões.
B) O crescimento das províncias romanas levou ao fortalecimento do poder dos senadores, que passaram a exercer maior controle sobre os assuntos locais, reduzindo assim a importância dos governadores nomeados.
C) A absorção cultural das províncias conquistadas resultou em uma rica tradição que influenciou significativamente o direito e a arquitetura, destacando a importância da cultura romana até os dias atuais.
D) A cultura romana era exclusivamente baseada nas tradições locais, sem influência das civilizações com as quais estabeleceu contato, levando a um isolamento cultural."
